intblock_id,country_code,include_type,status,joined,left
FACS,IN,country,member,,
FACS,IQ,country,member,,
FACS,JO,country,member,,
FACS,JP,country,member,,
FACS,KH,country,member,,
FACS,KR,country,member,,
FACS,KW,country,member,,
FACS,LK,country,member,,
FACS,MM,country,member,,
FACS,MN,country,member,,
FACS,MY,country,member,,
FACS,NP,country,member,,
FACS,NZ,country,member,,
FACS,PG,country,member,,
FACS,PH,country,member,,
FACS,PK,country,member,,
FACS,RU,country,member,,
FACS,SA,country,member,,
FACS,SG,country,member,,
FACS,TH,country,member,,
FACS,TL,country,member,,
FACS,TR,country,member,,
FACS,TW,country,member,,
FACS,VN,country,member,,
FAILEDS,AF,country,member,,
FAILEDS,BF,country,member,,
FAILEDS,BI,country,member,,
FAILEDS,CD,country,member,,
FAILEDS,CF,country,member,,
FAILEDS,CG,country,member,,
FAILEDS,CM,country,member,,
FAILEDS,ER,country,member,,
FAILEDS,ET,country,member,,
FAILEDS,GN,country,member,,
FAILEDS,HT,country,member,,
FAILEDS,LB,country,member,,
FAILEDS,LY,country,member,,
FAILEDS,ML,country,member,,
FAILEDS,MM,country,member,,
FAILEDS,MZ,country,member,,
FAILEDS,NE,country,member,,
FAILEDS,NG,country,member,,
FAILEDS,PK,country,member,,
FAILEDS,PS,country,member,,
FAILEDS,SD,country,member,,
FAILEDS,SO,country,member,,
FAILEDS,SS,country,member,,
FAILEDS,SY,country,member,,
FAILEDS,TD,country,member,,
FAILEDS,UA,country,member,,
FAILEDS,UG,country,member,,
FAILEDS,YE,country,member,,
FAILEDS,ZW,country,member,,
FAO,AD,country,member,,
FAO,AE,country,member,,
FAO,AF,country,member,,
FAO,AG,country,member,,
FAO,AL,country,member,,
FAO,AM,country,member,,
FAO,AO,country,member,,
FAO,AR,country,member,,
FAO,AT,country,member,,
FAO,AU,country,member,,
FAO,AZ,country,member,,
FAO,BA,country,member,,
FAO,BB,country,member,,
FAO,BD,country,member,,
FAO,BE,country,member,,
FAO,BF,country,member,,
FAO,BG,country,member,,
FAO,BH,country,member,,
FAO,BI,country,member,,
FAO,BJ,country,member,,
FAO,BN,country,member,,
FAO,BO,country,member,,
FAO,BR,country,member,,
FAO,BS,country,member,,
FAO,BT,country,member,,
FAO,BW,country,member,,
FAO,BY,country,member,,
FAO,BZ,country,member,,
FAO,CA,country,member,,
FAO,CD,country,member,,
FAO,CF,country,member,,
FAO,CG,country,member,,
FAO,CH,country,member,,
FAO,CI,country,member,,
FAO,CK,country,associated,,
FAO,CL,country,member,,
FAO,CM,country,member,,
FAO,CN,country,member,,
FAO,CO,country,member,,
FAO,CR,country,member,,
FAO,CU,country,member,,
FAO,CV,country,member,,
FAO,CY,country,member,,
FAO,CZ,country,member,,
FAO,DE,country,member,,
FAO,DJ,country,member,,
FAO,DK,country,member,,
FAO,DM,country,member,,
FAO,DO,country,member,,
FAO,DZ,country,member,,
FAO,EC,country,member,,
FAO,EE,country,member,,
FAO,EG,country,member,,
FAO,ER,country,member,,
FAO,ES,country,member,,
FAO,ET,country,member,,
FAO,FI,country,member,,
FAO,FJ,country,member,,
FAO,FM,country,member,,
FAO,FR,country,member,,
FAO,GA,country,member,,
FAO,GB,country,member,,
FAO,GD,country,member,,
FAO,GE,country,member,,
FAO,GH,country,member,,
FAO,GM,country,member,,
FAO,GN,country,member,,
FAO,GQ,country,member,,
FAO,GR,country,member,,
FAO,GT,country,member,,
FAO,GW,country,member,,
FAO,GY,country,member,,
FAO,HN,country,member,,
FAO,HR,country,member,,
FAO,HT,country,member,,
FAO,HU,country,member,,
FAO,ID,country,member,,
FAO,IE,country,member,,
FAO,IL,country,member,,
FAO,IN,country,member,,
FAO,IQ,country,member,,
FAO,IR,country,member,,
FAO,IS,country,member,,
FAO,IT,country,member,,
FAO,JM,country,member,,
FAO,JO,country,member,,
FAO,JP,country,member,,
FAO,KE,country,member,,
FAO,KG,country,member,,
FAO,KH,country,member,,
FAO,KI,country,member,,
FAO,KM,country,member,,
FAO,KN,country,member,,
FAO,KP,country,member,,
FAO,KR,country,member,,
FAO,KW,country,member,,
FAO,KZ,country,member,,
FAO,LA,country,member,,
FAO,LB,country,member,,
FAO,LC,country,member,,
FAO,LK,country,member,,
FAO,LR,country,member,,
FAO,LS,country,member,,
FAO,LT,country,member,,
FAO,LU,country,member,,
FAO,LV,country,member,,
FAO,LY,country,member,,
FAO,MA,country,member,,
FAO,MC,country,member,,
FAO,MD,country,member,,
FAO,ME,country,member,,
FAO,MG,country,member,,
FAO,MH,country,member,,
FAO,MK,country,member,,
FAO,ML,country,member,,
FAO,MM,country,member,,
FAO,MN,country,member,,
FAO,MR,country,member,,
FAO,MT,country,member,,
FAO,MU,country,member,,
FAO,MV,country,member,,
FAO,MW,country,member,,
FAO,MX,country,member,,
FAO,MY,country,member,,
FAO,MZ,country,member,,
FAO,NA,country,member,,
FAO,NE,country,member,,
FAO,NG,country,member,,
FAO,NI,country,member,,
FAO,NL,country,member,,
FAO,NO,country,member,,
FAO,NP,country,member,,
FAO,NR,country,member,,
FAO,NU,country,member,,
FAO,NZ,country,member,,
FAO,OM,country,member,,
FAO,PA,country,member,,
FAO,PE,country,member,,
FAO,PG,country,member,,
FAO,PH,country,member,,
FAO,PK,country,member,,
FAO,PL,country,member,,
FAO,PT,country,member,,
FAO,PW,country,member,,
FAO,PY,country,member,,
FAO,QA,country,member,,
FAO,RO,country,member,,
FAO,RS,country,member,,
FAO,RU,country,member,,
FAO,RW,country,member,,
FAO,SA,country,member,,
FAO,SB,country,member,,
FAO,SC,country,member,,
FAO,SD,country,member,,
FAO,SE,country,member,,
FAO,SG,country,member,,
FAO,SI,country,member,,
FAO,SK,country,member,,
FAO,SL,country,member,,
FAO,SM,country,member,,
FAO,SN,country,member,,
FAO,SO,country,member,,
FAO,SR,country,member,,
FAO,SS,country,member,,
FAO,ST,country,member,,
FAO,SV,country,member,,
FAO,SY,country,member,,
FAO,SZ,country,member,,
FAO,TD,country,member,,
FAO,TG,country,member,,
FAO,TH,country,member,,
FAO,TJ,country,member,,
FAO,TK,country,associated,,
FAO,TL,country,member,,
FAO,TM,country,member,,
FAO,TN,country,member,,
FAO,TO,country,member,,
FAO,TR,country,member,,
FAO,TT,country,member,,
FAO,TV,country,member,,
FAO,TZ,country,member,,
FAO,UA,country,member,,
FAO,UG,country,member,,
FAO,US,country,member,,
FAO,UY,country,member,,
FAO,UZ,country,member,,
FAO,VC,country,member,,
FAO,VE,country,member,,
FAO,VN,country,member,,
FAO,VU,country,member,,
FAO,WS,country,member,,
FAO,YE,country,member,,
FAO,ZA,country,member,,
FAO,ZM,country,member,,
FAO,ZW,country,member,,
FASRB,BA,country,member,2004-12-29,
FASRB,HR,country,member,2004-12-29,
FASRB,ME,country,cooperating,2013-12-09,
FASRB,RS,country,member,2004-12-29,
FASRB,SI,country,member,2004-12-29,
FATF,AR,country,member,,
FATF,AT,country,member,,
FATF,AU,country,member,,
FATF,BE,country,member,,
FATF,BR,country,member,,
FATF,CA,country,member,,
FATF,CH,country,member,,
FATF,CN,country,member,,
FATF,DE,country,member,,
FATF,DK,country,member,,
FATF,ES,country,member,,
FATF,FI,country,member,,
FATF,FR,country,member,,
FATF,GB,country,member,,
FATF,GR,country,member,,
FATF,HK,country,member,,
FATF,ID,country,member,2023-10,
FATF,IE,country,member,,
FATF,IL,country,member,,
FATF,IN,country,member,,
FATF,IS,country,member,,
FATF,IT,country,member,,
FATF,JP,country,member,,
FATF,KR,country,member,,
FATF,LU,country,member,,
FATF,MX,country,member,,
FATF,MY,country,member,,
FATF,NL,country,member,,
FATF,NO,country,member,,
FATF,NZ,country,member,,
FATF,PT,country,member,,
FATF,RU,country,member,,
FATF,SA,country,member,2019-06,
FATF,SE,country,member,,
FATF,SG,country,member,,
FATF,TR,country,member,,
FATF,US,country,member,,
FATF,ZA,country,member,,
FATFBLACKLIST,IR,country,member,,
FATFBLACKLIST,KP,country,member,,
FATFBLACKLIST,MM,country,member,,
FATFGREYLIST,AO,country,member,,
FATFGREYLIST,BA,country,member,,
FATFGREYLIST,BG,country,member,,
FATFGREYLIST,BO,country,member,,
FATFGREYLIST,CD,country,member,,
FATFGREYLIST,CI,country,member,,
FATFGREYLIST,CM,country,member,,
FATFGREYLIST,HT,country,member,,
FATFGREYLIST,IQ,country,member,,
FATFGREYLIST,KE,country,member,,
FATFGREYLIST,KW,country,member,,
FATFGREYLIST,LA,country,member,,
FATFGREYLIST,LB,country,member,,
FATFGREYLIST,MC,country,member,,
FATFGREYLIST,NP,country,member,,
FATFGREYLIST,PG,country,member,,
FATFGREYLIST,SS,country,member,,
FATFGREYLIST,SY,country,member,,
FATFGREYLIST,VE,country,member,,
FATFGREYLIST,VG,country,member,,
FATFGREYLIST,VN,country,member,,
FATFGREYLIST,YE,country,member,,
FFA,AU,country,founding_member,1979-09-13,
FFA,CK,country,founding_member,1979-08-09,
FFA,FJ,country,founding_member,1979-08-09,
FFA,FM,country,member,1982-08-10,
FFA,KI,country,founding_member,1979-08-09,
FFA,MH,country,member,1987-03-27,
FFA,NR,country,founding_member,1979-08-09,
FFA,NU,country,founding_member,1979-10-18,
FFA,NZ,country,founding_member,1979-08-09,
FFA,PG,country,founding_member,1979-09-13,
FFA,PW,country,member,1986-04-14,
FFA,SB,country,founding_member,1979-08-09,
FFA,TK,country,member,2002-08-17,
FFA,TO,country,founding_member,1979-08-09,
FFA,TV,country,founding_member,1979-08-09,
FFA,VU,country,member,1981-03-09,
FFA,WS,country,founding_member,1979-08-09,
FIBA,AD,country,member,,
FIBA,AE,country,member,,
FIBA,AF,country,member,,
FIBA,AG,country,member,,
FIBA,AI,country,member,,
FIBA,AL,country,member,,
FIBA,AM,country,member,,
FIBA,AO,country,member,,
FIBA,AR,country,member,,
FIBA,AS,country,member,,
FIBA,AT,country,member,,
FIBA,AU,country,member,,
FIBA,AW,country,member,,
FIBA,AZ,country,member,,
FIBA,BA,country,member,,
FIBA,BB,country,member,,
FIBA,BD,country,member,,
FIBA,BE,country,member,,
FIBA,BF,country,member,,
FIBA,BG,country,member,,
FIBA,BH,country,member,,
FIBA,BI,country,member,,
FIBA,BJ,country,member,,
FIBA,BM,country,member,,
FIBA,BN,country,member,,
FIBA,BO,country,member,,
FIBA,BQ,country,member,,
FIBA,BR,country,member,,
FIBA,BS,country,member,,
FIBA,BT,country,member,,
FIBA,BW,country,member,,
FIBA,BY,country,member,,
FIBA,BZ,country,member,,
FIBA,CA,country,member,,
FIBA,CD,country,member,,
FIBA,CF,country,member,,
FIBA,CG,country,member,,
FIBA,CH,country,member,,
FIBA,CI,country,member,,
FIBA,CK,country,member,,
FIBA,CL,country,member,,
FIBA,CM,country,member,,
FIBA,CN,country,member,,
FIBA,CO,country,member,,
FIBA,CR,country,member,,
FIBA,CU,country,member,,
FIBA,CV,country,member,,
FIBA,CW,country,member,,
FIBA,CY,country,member,,
FIBA,CZ,country,member,,
FIBA,DE,country,member,,
FIBA,DJ,country,member,,
FIBA,DK,country,member,,
FIBA,DM,country,member,,
FIBA,DO,country,member,,
FIBA,DZ,country,member,,
FIBA,EC,country,member,,
FIBA,EE,country,member,,
FIBA,EG,country,member,,
FIBA,ER,country,member,,
FIBA,ES,country,member,,
FIBA,ET,country,member,,
FIBA,FI,country,member,,
FIBA,FJ,country,member,,
FIBA,FO,country,member,,
FIBA,FR,country,member,,
FIBA,GA,country,member,,
FIBA,GB,country,member,,
FIBA,GE,country,member,,
FIBA,GF,country,member,,
FIBA,GH,country,member,,
FIBA,GI,country,member,,
FIBA,GM,country,member,,
FIBA,GN,country,member,,
FIBA,GP,country,member,,
FIBA,GQ,country,member,,
FIBA,GR,country,member,,
FIBA,GT,country,member,,
FIBA,GU,country,member,,
FIBA,GW,country,member,,
FIBA,GY,country,member,,
FIBA,HK,country,member,,
FIBA,HN,country,member,,
FIBA,HR,country,member,,
FIBA,HT,country,member,,
FIBA,HU,country,member,,
FIBA,ID,country,member,,
FIBA,IE,country,member,,
FIBA,IL,country,member,,
FIBA,IN,country,member,,
FIBA,IQ,country,member,,
FIBA,IR,country,member,,
FIBA,IS,country,member,,
FIBA,IT,country,member,,
FIBA,JM,country,member,,
FIBA,JO,country,member,,
FIBA,JP,country,member,,
FIBA,KE,country,member,,
FIBA,KG,country,member,,
FIBA,KH,country,member,,
FIBA,KI,country,member,,
FIBA,KM,country,member,,
FIBA,KN,country,member,,
FIBA,KP,country,member,,
FIBA,KR,country,member,,
FIBA,KV,country,member,,
FIBA,KW,country,member,,
FIBA,KY,country,member,,
FIBA,KZ,country,member,,
FIBA,LA,country,member,,
FIBA,LB,country,member,,
FIBA,LC,country,member,,
FIBA,LI,country,member,,
FIBA,LK,country,member,,
FIBA,LR,country,member,,
FIBA,LS,country,member,,
FIBA,LT,country,member,,
FIBA,LU,country,member,,
FIBA,LV,country,member,,
FIBA,LY,country,member,,
FIBA,MA,country,member,,
FIBA,MD,country,member,,
FIBA,ME,country,member,,
FIBA,MF,country,member,,
FIBA,MG,country,member,,
FIBA,MK,country,member,,
FIBA,ML,country,member,,
FIBA,MM,country,member,,
FIBA,MN,country,member,,
FIBA,MO,country,member,,
FIBA,MP,country,member,,
FIBA,MQ,country,member,,
FIBA,MR,country,member,,
FIBA,MS,country,member,,
FIBA,MT,country,member,,
FIBA,MU,country,member,,
FIBA,MV,country,member,,
FIBA,MW,country,member,,
FIBA,MX,country,member,,
FIBA,MY,country,member,,
FIBA,MZ,country,member,,
FIBA,NA,country,member,,
FIBA,NC,country,member,,
FIBA,NE,country,member,,
FIBA,NG,country,member,,
FIBA,NI,country,member,,
FIBA,NL,country,member,,
FIBA,NO,country,member,,
FIBA,NP,country,member,,
FIBA,NU,country,member,,
FIBA,NZ,country,member,,
FIBA,OM,country,member,,
FIBA,PA,country,member,,
FIBA,PE,country,member,,
FIBA,PF,country,member,,
FIBA,PG,country,member,,
FIBA,PH,country,member,,
FIBA,PK,country,member,,
FIBA,PL,country,member,,
FIBA,PR,country,member,,
FIBA,PS,country,member,,
FIBA,PT,country,member,,
FIBA,PY,country,member,,
FIBA,QA,country,member,,
FIBA,RO,country,member,,
FIBA,RS,country,member,,
FIBA,RU,country,member,,
FIBA,RW,country,member,,
FIBA,SA,country,member,,
FIBA,SB,country,member,,
FIBA,SC,country,member,,
FIBA,SD,country,member,,
FIBA,SE,country,member,,
FIBA,SG,country,member,,
FIBA,SI,country,member,,
FIBA,SK,country,member,,
FIBA,SL,country,member,,
FIBA,SM,country,member,,
FIBA,SN,country,member,,
FIBA,SO,country,member,,
FIBA,SR,country,member,,
FIBA,SS,country,member,,
FIBA,ST,country,member,,
FIBA,SV,country,member,,
FIBA,SX,country,member,,
FIBA,SY,country,member,,
FIBA,SZ,country,member,,
FIBA,TC,country,member,,
FIBA,TD,country,member,,
FIBA,TG,country,member,,
FIBA,TH,country,member,,
FIBA,TJ,country,member,,
FIBA,TL,country,member,,
FIBA,TM,country,member,,
FIBA,TN,country,member,,
FIBA,TO,country,member,,
FIBA,TR,country,member,,
FIBA,TT,country,member,,
FIBA,TV,country,member,,
FIBA,TW,country,member,,
FIBA,TZ,country,member,,
FIBA,UA,country,member,,
FIBA,UG,country,member,,
FIBA,US,country,member,,
FIBA,UY,country,member,,
FIBA,UZ,country,member,,
FIBA,VC,country,member,,
FIBA,VE,country,member,,
FIBA,VG,country,member,,
FIBA,VI,country,member,,
FIBA,VN,country,member,,
FIBA,VU,country,member,,
FIBA,WS,country,member,,
FIBA,YE,country,member,,
FIBA,ZA,country,member,,
FIBA,ZM,country,member,,
FIBA,ZW,country,member,,
FIEP,AE,country,observer,2025,
FIEP,AR,country,member,2005,
FIEP,BR,country,member,2016,
FIEP,CG,country,observer,2025,
FIEP,CL,country,member,2005,
FIEP,DJ,country,member,2018,
FIEP,ES,country,founding_member,1994,
FIEP,FR,country,founding_member,1994,
FIEP,IT,country,founding_member,1994,
FIEP,JO,country,member,2011,
FIEP,KW,country,member,2019,
FIEP,MA,country,member,1999,
FIEP,MD,country,member,2023,
FIEP,NL,country,member,1999,
FIEP,PS,country,member,2017,
FIEP,PT,country,founding_member,1996,
FIEP,QA,country,member,2013,
FIEP,RO,country,member,2002,
FIEP,SM,country,member,2022,
FIEP,SN,country,member,2019,
FIEP,TN,country,member,2016,
FIEP,TR,country,member,1998,
FIEP,UA,country,member,2017,
FIFA,AD,country,member,,
FIFA,AE,country,member,,
FIFA,AF,country,member,,
FIFA,AG,country,member,,
FIFA,AI,country,member,,
FIFA,AL,country,member,,
FIFA,AM,country,member,,
FIFA,AO,country,member,,
FIFA,AR,country,member,,
FIFA,AS,country,member,,
FIFA,AT,country,member,,
FIFA,AU,country,member,,
FIFA,AW,country,member,,
FIFA,AZ,country,member,,
FIFA,BA,country,member,,
FIFA,BB,country,member,,
FIFA,BD,country,member,,
FIFA,BE,country,member,,
FIFA,BF,country,member,,
FIFA,BG,country,member,,
FIFA,BH,country,member,,
FIFA,BI,country,member,,
FIFA,BJ,country,member,,
FIFA,BM,country,member,,
FIFA,BN,country,member,,
FIFA,BO,country,member,,
FIFA,BQ,country,member,,
FIFA,BR,country,member,,
FIFA,BS,country,member,,
FIFA,BT,country,member,,
FIFA,BW,country,member,,
FIFA,BY,country,member,,
FIFA,BZ,country,member,,
FIFA,CA,country,member,,
FIFA,CD,country,member,,
FIFA,CF,country,member,,
FIFA,CG,country,member,,
FIFA,CH,country,member,,
FIFA,CI,country,member,,
FIFA,CK,country,member,,
FIFA,CL,country,member,,
FIFA,CM,country,member,,
FIFA,CN,country,member,,
FIFA,CO,country,member,,
FIFA,CR,country,member,,
FIFA,CU,country,member,,
FIFA,CV,country,member,,
FIFA,CW,country,member,,
FIFA,CY,country,member,,
FIFA,CZ,country,member,,
FIFA,DE,country,member,,
FIFA,DJ,country,member,,
FIFA,DK,country,member,,
FIFA,DM,country,member,,
FIFA,DO,country,member,,
FIFA,DZ,country,member,,
FIFA,EC,country,member,,
FIFA,EE,country,member,,
FIFA,EG,country,member,,
FIFA,ER,country,member,,
FIFA,ES,country,member,,
FIFA,ET,country,member,,
FIFA,FI,country,member,,
FIFA,FJ,country,member,,
FIFA,FO,country,member,,
FIFA,FR,country,member,,
FIFA,GA,country,member,,
FIFA,GB,country,member,,
FIFA,GE,country,member,,
FIFA,GF,country,member,,
FIFA,GH,country,member,,
FIFA,GI,country,member,,
FIFA,GM,country,member,,
FIFA,GN,country,member,,
FIFA,GP,country,member,,
FIFA,GQ,country,member,,
FIFA,GR,country,member,,
FIFA,GT,country,member,,
FIFA,GU,country,member,,
FIFA,GW,country,member,,
FIFA,GY,country,member,,
FIFA,HK,country,member,,
FIFA,HN,country,member,,
FIFA,HR,country,member,,
FIFA,HT,country,member,,
FIFA,HU,country,member,,
FIFA,ID,country,member,,
FIFA,IE,country,member,,
FIFA,IL,country,member,,
FIFA,IN,country,member,,
FIFA,IQ,country,member,,
FIFA,IR,country,member,,
FIFA,IS,country,member,,
FIFA,IT,country,member,,
FIFA,JM,country,member,,
FIFA,JO,country,member,,
FIFA,JP,country,member,,
FIFA,KE,country,member,,
FIFA,KG,country,member,,
FIFA,KH,country,member,,
FIFA,KI,country,member,,
FIFA,KM,country,member,,
FIFA,KN,country,member,,
FIFA,KP,country,member,,
FIFA,KR,country,member,,
FIFA,KV,country,member,,
FIFA,KW,country,member,,
FIFA,KY,country,member,,
FIFA,KZ,country,member,,
FIFA,LA,country,member,,
FIFA,LB,country,member,,
FIFA,LC,country,member,,
FIFA,LI,country,member,,
FIFA,LK,country,member,,
FIFA,LR,country,member,,
FIFA,LS,country,member,,
FIFA,LT,country,member,,
FIFA,LU,country,member,,
FIFA,LV,country,member,,
FIFA,LY,country,member,,
FIFA,MA,country,member,,
FIFA,MD,country,member,,
FIFA,ME,country,member,,
FIFA,MF,country,member,,
FIFA,MG,country,member,,
FIFA,MK,country,member,,
FIFA,ML,country,member,,
FIFA,MM,country,member,,
FIFA,MN,country,member,,
FIFA,MO,country,member,,
FIFA,MP,country,member,,
FIFA,MQ,country,member,,
FIFA,MR,country,member,,
FIFA,MS,country,member,,
FIFA,MT,country,member,,
FIFA,MU,country,member,,
FIFA,MV,country,member,,
FIFA,MW,country,member,,
FIFA,MX,country,member,,
FIFA,MY,country,member,,
FIFA,MZ,country,member,,
FIFA,NA,country,member,,
FIFA,NC,country,member,,
FIFA,NE,country,member,,
FIFA,NG,country,member,,
FIFA,NI,country,member,,
FIFA,NL,country,member,,
FIFA,NO,country,member,,
FIFA,NP,country,member,,
FIFA,NU,country,member,,
FIFA,NZ,country,member,,
FIFA,OM,country,member,,
FIFA,PA,country,member,,
FIFA,PE,country,member,,
FIFA,PF,country,member,,
FIFA,PG,country,member,,
FIFA,PH,country,member,,
FIFA,PK,country,member,,
FIFA,PL,country,member,,
FIFA,PR,country,member,,
FIFA,PS,country,member,,
FIFA,PT,country,member,,
FIFA,PY,country,member,,
FIFA,QA,country,member,,
FIFA,RO,country,member,,
FIFA,RS,country,member,,
FIFA,RU,country,member,,
FIFA,RW,country,member,,
FIFA,SA,country,member,,
FIFA,SB,country,member,,
FIFA,SC,country,member,,
FIFA,SD,country,member,,
FIFA,SE,country,member,,
FIFA,SG,country,member,,
FIFA,SI,country,member,,
FIFA,SK,country,member,,
FIFA,SL,country,member,,
FIFA,SM,country,member,,
FIFA,SN,country,member,,
FIFA,SO,country,member,,
FIFA,SR,country,member,,
FIFA,SS,country,member,,
FIFA,ST,country,member,,
FIFA,SV,country,member,,
FIFA,SX,country,member,,
FIFA,SY,country,member,,
FIFA,SZ,country,member,,
FIFA,TC,country,member,,
FIFA,TD,country,member,,
FIFA,TG,country,member,,
FIFA,TH,country,member,,
FIFA,TJ,country,member,,
FIFA,TL,country,member,,
FIFA,TM,country,member,,
FIFA,TN,country,member,,
FIFA,TO,country,member,,
FIFA,TR,country,member,,
FIFA,TT,country,member,,
FIFA,TV,country,member,,
FIFA,TW,country,member,,
FIFA,TZ,country,member,,
FIFA,UA,country,member,,
FIFA,UG,country,member,,
FIFA,US,country,member,,
FIFA,UY,country,member,,
FIFA,UZ,country,member,,
FIFA,VC,country,member,,
FIFA,VE,country,member,,
FIFA,VG,country,member,,
FIFA,VI,country,member,,
FIFA,VN,country,member,,
FIFA,VU,country,member,,
FIFA,WS,country,member,,
FIFA,YE,country,member,,
FIFA,ZA,country,member,,
FIFA,ZM,country,member,,
FIFA,ZW,country,member,,
FILAC,AR,country,member,,
FILAC,BE,country,member,,
FILAC,BO,country,member,,
FILAC,BR,country,member,,
FILAC,BZ,country,member,,
FILAC,CL,country,member,,
FILAC,CO,country,member,,
FILAC,CR,country,member,,
FILAC,CU,country,member,,
FILAC,EC,country,member,,
FILAC,ES,country,member,,
FILAC,GT,country,member,,
FILAC,HN,country,member,,
FILAC,MX,country,member,,
FILAC,NI,country,member,,
FILAC,PA,country,member,,
FILAC,PE,country,member,,
FILAC,PT,country,member,,
FILAC,PY,country,member,,
FILAC,SV,country,member,,
FILAC,UY,country,member,,
FILAC,VE,country,member,,
FINABEL,BE,country,member,1953,
FINABEL,BG,country,member,2024,
FINABEL,CY,country,member,2008,
FINABEL,CZ,country,member,2012,
FINABEL,DE,country,member,1956,
FINABEL,ES,country,member,1990,
FINABEL,FI,country,member,2008,
FINABEL,FR,country,member,1953,
FINABEL,GB,country,member,1973,
FINABEL,GR,country,member,1996,
FINABEL,HR,country,member,2016,
FINABEL,HU,country,member,2015,
FINABEL,IT,country,member,1953,
FINABEL,LU,country,member,1953,
FINABEL,LV,country,member,2016,
FINABEL,ME,country,member,2021,
FINABEL,MT,country,member,2010,
FINABEL,NL,country,member,1953,
FINABEL,NO,country,member,2021,
FINABEL,PL,country,member,2006,
FINABEL,PT,country,member,1996,
FINABEL,RO,country,member,2008,
FINABEL,SE,country,member,2015,
FINABEL,SI,country,member,2016,
FINABEL,SK,country,member,2006,
FIPIC,CK,country,member,2014-11-19,
FIPIC,FJ,country,member,2014-11-19,
FIPIC,FM,country,member,2014-11-19,
FIPIC,IN,country,member,2014-11-19,
FIPIC,KI,country,member,2014-11-19,
FIPIC,MH,country,member,2014-11-19,
FIPIC,NR,country,member,2014-11-19,
FIPIC,NU,country,member,2014-11-19,
FIPIC,PG,country,member,2014-11-19,
FIPIC,PW,country,member,2014-11-19,
FIPIC,SB,country,member,2014-11-19,
FIPIC,TO,country,member,2014-11-19,
FIPIC,TV,country,member,2014-11-19,
FIPIC,VU,country,member,2014-11-19,
FIPIC,WS,country,member,2014-11-19,
FIVB,AD,country,member,,
FIVB,AE,country,member,,
FIVB,AF,country,member,,
FIVB,AG,country,member,,
FIVB,AI,country,member,,
FIVB,AL,country,member,,
FIVB,AM,country,member,,
FIVB,AO,country,member,,
FIVB,AR,country,member,,
FIVB,AS,country,member,,
FIVB,AT,country,member,,
FIVB,AU,country,member,,
FIVB,AW,country,member,,
FIVB,AZ,country,member,,
FIVB,BA,country,member,,
FIVB,BB,country,member,,
FIVB,BD,country,member,,
FIVB,BE,country,member,,
FIVB,BF,country,member,,
FIVB,BG,country,member,,
FIVB,BH,country,member,,
FIVB,BI,country,member,,
FIVB,BJ,country,member,,
FIVB,BM,country,member,,
FIVB,BN,country,member,,
FIVB,BO,country,member,,
FIVB,BQ,country,member,,
FIVB,BR,country,member,,
FIVB,BS,country,member,,
FIVB,BT,country,member,,
FIVB,BW,country,member,,
FIVB,BY,country,member,,
FIVB,BZ,country,member,,
FIVB,CA,country,member,,
FIVB,CD,country,member,,
FIVB,CF,country,member,,
FIVB,CG,country,member,,
FIVB,CH,country,member,,
FIVB,CI,country,member,,
FIVB,CK,country,member,,
FIVB,CL,country,member,,
FIVB,CM,country,member,,
FIVB,CN,country,member,,
FIVB,CO,country,member,,
FIVB,CR,country,member,,
FIVB,CU,country,member,,
FIVB,CV,country,member,,
FIVB,CW,country,member,,
FIVB,CY,country,member,,
FIVB,CZ,country,member,,
FIVB,DE,country,member,,
FIVB,DJ,country,member,,
FIVB,DK,country,member,,
FIVB,DM,country,member,,
FIVB,DO,country,member,,
FIVB,DZ,country,member,,
FIVB,EC,country,member,,
FIVB,EE,country,member,,
FIVB,EG,country,member,,
FIVB,ER,country,member,,
FIVB,ES,country,member,,
FIVB,ET,country,member,,
FIVB,FI,country,member,,
FIVB,FJ,country,member,,
FIVB,FO,country,member,,
FIVB,FR,country,member,,
FIVB,GA,country,member,,
FIVB,GB,country,member,,
FIVB,GE,country,member,,
FIVB,GF,country,member,,
FIVB,GH,country,member,,
FIVB,GI,country,member,,
FIVB,GM,country,member,,
FIVB,GN,country,member,,
FIVB,GP,country,member,,
FIVB,GQ,country,member,,
FIVB,GR,country,member,,
FIVB,GT,country,member,,
FIVB,GU,country,member,,
FIVB,GW,country,member,,
FIVB,GY,country,member,,
FIVB,HK,country,member,,
FIVB,HN,country,member,,
FIVB,HR,country,member,,
FIVB,HT,country,member,,
FIVB,HU,country,member,,
FIVB,ID,country,member,,
FIVB,IE,country,member,,
FIVB,IL,country,member,,
FIVB,IN,country,member,,
FIVB,IQ,country,member,,
FIVB,IR,country,member,,
FIVB,IS,country,member,,
FIVB,IT,country,member,,
FIVB,JM,country,member,,
FIVB,JO,country,member,,
FIVB,JP,country,member,,
FIVB,KE,country,member,,
FIVB,KG,country,member,,
FIVB,KH,country,member,,
FIVB,KI,country,member,,
FIVB,KM,country,member,,
FIVB,KN,country,member,,
FIVB,KP,country,member,,
FIVB,KR,country,member,,
FIVB,KV,country,member,,
FIVB,KW,country,member,,
FIVB,KY,country,member,,
FIVB,KZ,country,member,,
FIVB,LA,country,member,,
FIVB,LB,country,member,,
FIVB,LC,country,member,,
FIVB,LI,country,member,,
FIVB,LK,country,member,,
FIVB,LR,country,member,,
FIVB,LS,country,member,,
